instrument_key,southbound_eligible,as_of_date,source_label
02611,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02617,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02618,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02627,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02628,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02629,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02631,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02635,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02637,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02643,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02648,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02650,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02652,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02655,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02656,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02659,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02661,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02665,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02666,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02669,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02676,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02685,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02687,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02688,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02689,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02691,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02692,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02698,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02701,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02714,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02715,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02727,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02768,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02788,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02799,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02800,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02801,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02825,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02828,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02837,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02858,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02865,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02866,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02869,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02877,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02880,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02883,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02888,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02889,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02899,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
02940,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03032,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03033,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03037,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03039,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03040,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03067,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03069,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03070,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03088,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03110,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03115,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03167,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03174,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03200,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03268,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03288,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03296,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03306,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03311,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03317,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03320,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03323,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03328,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03330,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03339,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03347,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03360,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03369,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03380,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03393,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03396,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03403,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03406,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03423,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03431,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03432,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03437,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03441,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03442,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03443,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03469,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03477,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03483,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03489,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03606,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03613,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03618,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03633,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03668,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03677,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03678,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03690,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03692,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03696,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03698,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03738,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03750,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03759,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03800,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03808,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03858,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03866,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03868,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03877,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03881,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03888,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03896,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03898,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03899,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03900,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03908,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03918,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03931,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03933,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03939,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03958,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03968,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03969,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03986,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03988,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03993,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03996,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
03998,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06030,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06031,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06049,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06055,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06060,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06066,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06069,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06078,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06088,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06090,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06098,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06099,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06110,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06127,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06160,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06166,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06168,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06178,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06181,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06185,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06186,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06196,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06198,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06600,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06603,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06613,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06618,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06651,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06655,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06666,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06680,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06681,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06682,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06683,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06687,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06690,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06693,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06699,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06806,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06808,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06809,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06818,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06821,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06826,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06855,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06862,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06865,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06869,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06881,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06886,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06936,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06955,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06963,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06969,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06979,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06990,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
06993,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
07618,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09606,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09611,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09626,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09633,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09636,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09658,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09660,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09678,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09688,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09690,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09696,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09699,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09858,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09863,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09868,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09880,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09887,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09890,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09896,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09899,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09911,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09926,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09927,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09969,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09973,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09980,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09981,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09985,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09987,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09988,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09989,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09992,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09993,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
09995,true,2026-05-22,sse_southbound_eligible;szse_southbound_eligible
